step,avg_reward
2048,1.0909090909090908
4096,1.173913043478261
6144,1.1470588235294117
8192,1.065217391304348
10240,1.1228070175438596
12288,1.1470588235294117
14336,1.0493827160493827
16384,1.010752688172043
18432,1.06
20480,1.13
22528,1.18
24576,1.25
26624,1.33
28672,1.27
30720,1.24
32768,1.33
34816,1.42
36864,1.49
38912,1.42
40960,1.27
43008,1.19
45056,1.17
47104,1.18
49152,1.27
51200,1.33
53248,1.26
55296,1.21
57344,1.24
59392,1.25
61440,1.34
63488,1.33
65536,1.42
67584,1.42
69632,1.31
71680,1.27
73728,1.19
75776,1.24
77824,1.29
79872,1.18
81920,1.23
83968,1.27
86016,1.33
88064,1.35
90112,1.43
92160,1.38
94208,1.37
96256,1.32
98304,1.34
100352,1.24
102400,1.12
104448,1.13
106496,1.14
108544,1.23
110592,1.25
112640,1.24
114688,1.3
116736,1.46
118784,1.48
120832,1.57
122880,1.53
124928,1.48
126976,1.43
129024,1.47
131072,1.51
133120,1.46
135168,1.33
137216,1.35
139264,1.27
141312,1.25
143360,1.19
145408,1.24
147456,1.09
149504,1.13
151552,1.22
153600,1.25
155648,1.26
157696,1.27
159744,1.27
161792,1.22
163840,1.27
165888,1.4
167936,1.27
169984,1.2
172032,1.19
174080,1.14
176128,1.14
178176,1.19
180224,1.29
182272,1.23
184320,1.14
186368,1.22
188416,1.21
190464,1.26
192512,1.27
194560,1.31
196608,1.28
198656,1.23
200704,1.26
202752,1.24
204800,1.33
206848,1.38
208896,1.27
210944,1.32
212992,1.27
215040,1.25
217088,1.31
219136,1.32
221184,1.33
223232,1.33
225280,1.35
227328,1.33
229376,1.35
231424,1.35
233472,1.32
235520,1.28
237568,1.24
239616,1.3
241664,1.35
243712,1.34
245760,1.41
247808,1.41
249856,1.44
251904,1.49
253952,1.44
256000,1.44
258048,1.4
260096,1.33
262144,1.08
264192,1.09
266240,1.03
268288,1.03
270336,1.01
272384,1.13
274432,1.16
276480,1.15
278528,1.25
280576,1.4
282624,1.4
284672,1.39
286720,1.46
288768,1.5
290816,1.38
292864,1.35
294912,1.37
296960,1.4
299008,1.31
301056,1.42
303104,1.42
305152,1.4
307200,1.47
309248,1.52
311296,1.48
313344,1.51
315392,1.54
317440,1.54
319488,1.45
321536,1.48
323584,1.51
325632,1.41
327680,1.43
329728,1.5
331776,1.46
333824,1.4
335872,1.4
337920,1.44
339968,1.39
342016,1.43
344064,1.45
346112,1.42
348160,1.37
350208,1.46
352256,1.45
354304,1.52
356352,1.49
358400,1.53
360448,1.67
362496,1.65
364544,1.71
366592,1.65
368640,1.63
370688,1.61
372736,1.64
374784,1.62
376832,1.6
378880,1.51
380928,1.39
382976,1.33
385024,1.4
387072,1.43
389120,1.46
391168,1.34
393216,1.37
395264,1.32
397312,1.41
399360,1.45
401408,1.45
403456,1.49
405504,1.4
407552,1.41
409600,1.48
411648,1.52
413696,1.49
415744,1.48
417792,1.42
419840,1.47
421888,1.37
423936,1.42
425984,1.39
428032,1.39
430080,1.48
432128,1.49
434176,1.51
436224,1.5
438272,1.49
440320,1.7
442368,1.78
444416,1.78
446464,1.87
448512,1.83
450560,1.82
452608,1.91
454656,1.9
456704,1.85
458752,1.82
460800,1.76
462848,1.84
464896,1.89
466944,1.91
468992,1.93
471040,1.88
473088,1.79
475136,1.88
477184,1.99
479232,2.01
481280,2.05
483328,1.95
485376,1.96
487424,1.92
489472,1.94
491520,1.98
493568,1.94
495616,1.99
497664,2.04
499712,1.97
501760,1.98
503808,1.99
505856,1.98
507904,2.0
509952,1.96
512000,1.96
514048,1.92
516096,1.9
518144,1.98
520192,1.97
522240,2.06
524288,2.2
526336,2.18
528384,2.2
530432,2.22
532480,2.21
534528,2.31
536576,2.3
538624,2.28
540672,2.27
542720,2.2
544768,2.02
546816,2.14
548864,2.12
550912,2.28
552960,2.24
555008,2.17
557056,2.11
559104,2.12
561152,2.1
563200,2.21
565248,2.28
567296,2.24
569344,2.15
571392,2.03
573440,2.05
575488,2.05
577536,2.16
579584,2.15
581632,2.27
583680,2.26
585728,2.29
587776,2.29
589824,2.34
591872,2.41
593920,2.48
595968,2.52
598016,2.43
600064,2.44
602112,2.34
604160,2.43
606208,2.32
608256,2.34
610304,2.27
612352,2.29
614400,2.19
616448,2.28
618496,2.28
620544,2.42
622592,2.4
624640,2.26
626688,2.26
628736,2.19
630784,2.26
632832,2.28
634880,2.41
636928,2.38
638976,2.35
641024,2.32
643072,2.34
645120,2.59
647168,2.78
649216,2.9
651264,2.9
653312,2.92
655360,2.83
657408,2.78
659456,2.78
661504,2.83
663552,2.89
665600,2.88
667648,2.67
669696,2.59
671744,2.58
673792,2.63
675840,2.6
677888,2.64
679936,2.59
681984,2.65
684032,2.52
686080,2.59
688128,2.73
690176,2.71
692224,2.59
694272,2.71
696320,2.76
698368,2.79
700416,2.77
702464,2.9
704512,2.86
706560,2.84
708608,2.74
710656,2.69
712704,2.74
714752,2.58
716800,2.54
718848,2.47
720896,2.55
722944,2.39
724992,2.4
727040,2.45
729088,2.54
731136,2.48
733184,2.37
735232,2.5
737280,2.57
739328,2.67
741376,2.71
743424,2.58
745472,2.69
747520,2.62
749568,2.58
751616,2.48
753664,2.56
755712,2.44
757760,2.37
759808,2.14
761856,2.09
763904,2.11
765952,2.22
768000,2.31
770048,2.28
772096,2.26
774144,2.36
776192,2.45
778240,2.49
780288,2.62
782336,2.63
784384,2.77
786432,2.75
788480,2.68
790528,2.62
792576,2.72
794624,2.71
796672,2.63
798720,2.58
800768,2.6
802816,2.52
804864,2.61
806912,2.58
808960,2.63
811008,2.72
813056,2.78
815104,2.85
817152,2.81
819200,2.86
821248,2.86
823296,2.83
825344,2.83
827392,2.71
829440,2.66
831488,2.69
833536,2.59
835584,2.59
837632,2.5
839680,2.51
841728,2.47
843776,2.46
845824,2.46
847872,2.5
849920,2.44
851968,2.61
854016,2.55
856064,2.36
858112,2.44
860160,2.53
862208,2.53
864256,2.55
866304,2.62
868352,2.54
870400,2.54
872448,2.57
874496,2.4
876544,2.47
878592,2.5
880640,2.33
882688,2.2
884736,2.22
886784,2.16
888832,2.26
890880,2.22
892928,2.13
894976,2.3
897024,2.27
899072,2.37
901120,2.29
903168,2.33
905216,2.39
907264,2.26
909312,2.22
911360,2.25
913408,2.23
915456,2.06
917504,2.09
919552,1.96
921600,1.99
923648,2.02
925696,2.01
927744,2.12
929792,2.04
931840,2.12
933888,2.2
935936,2.26
937984,2.25
940032,2.46
942080,2.42
944128,2.42
946176,2.44
948224,2.5
950272,2.58
952320,2.61
954368,2.66
956416,2.58
958464,2.58
960512,2.44
962560,2.58
964608,2.61
966656,2.68
968704,2.72
970752,2.67
972800,2.55
974848,2.54
976896,2.5
978944,2.54
980992,2.51
983040,2.45
985088,2.56
987136,2.61
989184,2.46
991232,2.49
993280,2.53
995328,2.53
997376,2.5
999424,2.58
1001472,2.68
1003520,2.69
1005568,2.76
1007616,2.65
1009664,2.74
1011712,2.79
1013760,2.85
1015808,2.8
1017856,2.9
1019904,2.9
1021952,2.88
1024000,2.77
1026048,2.74
1028096,2.77
1030144,2.79
1032192,2.62
1034240,2.48
1036288,2.46
1038336,2.23
1040384,2.32
1042432,2.38
1044480,2.55
1046528,2.57
1048576,2.6
1050624,2.6
1052672,2.54
1054720,2.55
1056768,2.67
1058816,2.78
1060864,2.84
1062912,2.78
1064960,2.59
1067008,2.44
1069056,2.45
1071104,2.46
1073152,2.49
1075200,2.6
1077248,2.69
1079296,2.72
1081344,2.77
1083392,2.78
1085440,2.72
1087488,2.73
1089536,2.72
1091584,2.73
1093632,2.74
1095680,2.77
1097728,2.7
1099776,2.73
1101824,2.56
1103872,2.48
1105920,2.51
1107968,2.53
1110016,2.51
1112064,2.52
1114112,2.52
1116160,2.5
1118208,2.49
1120256,2.41
1122304,2.42
1124352,2.46
1126400,2.42
1128448,2.46
1130496,2.46
1132544,2.55
1134592,2.57
1136640,2.55
1138688,2.67
1140736,2.69
1142784,2.66
1144832,2.78
1146880,2.78
1148928,2.84
1150976,2.93
1153024,3.13
1155072,3.03
1157120,2.9
1159168,2.84
1161216,2.66
1163264,2.63
1165312,2.65
1167360,2.64
1169408,2.57
1171456,2.42
1173504,2.31
1175552,2.33
1177600,2.34
1179648,2.49
1181696,2.5
1183744,2.71
1185792,2.76
1187840,2.67
1189888,2.61
1191936,2.67
1193984,2.73
1196032,2.78
1198080,2.62
1200128,2.56
1202176,2.55
1204224,2.53
1206272,2.36
1208320,2.4
1210368,2.49
1212416,2.54
1214464,2.49
1216512,2.57
1218560,2.62
1220608,2.7
1222656,2.77
1224704,2.81
1226752,2.72
1228800,2.68
1230848,2.68
1232896,2.66
1234944,2.75
1236992,2.75
1239040,2.7
1241088,2.57
1243136,2.61
1245184,2.58
1247232,2.57
1249280,2.69
1251328,2.72
1253376,2.62
1255424,2.53
1257472,2.36
1259520,2.33
1261568,2.33
1263616,2.29
1265664,2.31
1267712,2.39
1269760,2.39
1271808,2.4
1273856,2.42
1275904,2.59
1277952,2.6
1280000,2.68
1282048,2.71
1284096,2.68
1286144,2.65
1288192,2.6
1290240,2.67
1292288,2.59
1294336,2.73
1296384,2.77
1298432,2.65
1300480,2.67
1302528,2.62
1304576,2.68
1306624,2.67
1308672,2.71
1310720,2.71
1312768,2.67
1314816,2.71
1316864,2.53
1318912,2.37
1320960,2.41
1323008,2.37
1325056,2.42
1327104,2.36
1329152,2.37
1331200,2.42
1333248,2.53
1335296,2.61
1337344,2.5
1339392,2.58
1341440,2.6
1343488,2.62
1345536,2.7
1347584,2.69
1349632,2.78
1351680,2.79
1353728,2.75
1355776,2.76
1357824,2.82
1359872,2.75
1361920,2.73
1363968,2.68
1366016,2.61
1368064,2.57
1370112,2.58
1372160,2.48
1374208,2.63
1376256,2.52
1378304,2.6
1380352,2.59
1382400,2.71
1384448,2.8
1386496,2.96
1388544,3.06
1390592,3.03
1392640,2.95
1394688,2.84
1396736,2.64
1398784,2.63
1400832,2.48
1402880,2.49
1404928,2.41
1406976,2.27
1409024,2.23
1411072,2.14
1413120,2.2
1415168,2.31
1417216,2.31
1419264,2.29
1421312,2.28
1423360,2.18
1425408,2.15
1427456,2.12
1429504,2.06
1431552,2.12
1433600,2.14
1435648,2.12
1437696,2.12
1439744,2.26
1441792,2.2
1443840,2.34
1445888,2.37
1447936,2.43
1449984,2.48
1452032,2.54
1454080,2.58
1456128,2.53
1458176,2.5
1460224,2.56
1462272,2.55
1464320,2.67
1466368,2.57
1468416,2.62
1470464,2.55
1472512,2.59
1474560,2.52
1476608,2.6
1478656,2.61
1480704,2.56
1482752,2.63
1484800,2.67
1486848,2.66
1488896,2.63
1490944,2.61
1492992,2.62
1495040,2.63
1497088,2.64
1499136,2.72
1501184,2.81
1503232,2.84
1505280,2.87
1507328,2.81
1509376,2.88
1511424,2.87
1513472,3.03
1515520,3.18
1517568,3.18
1519616,3.22
1521664,3.12
1523712,3.11
1525760,2.97
1527808,2.99
1529856,2.96
1531904,2.9
1533952,2.77
1536000,2.68
1538048,2.48
1540096,2.39
1542144,2.37
1544192,2.37
1546240,2.34
1548288,2.34
1550336,2.26
1552384,2.34
1554432,2.36
1556480,2.41
1558528,2.37
1560576,2.4
1562624,2.31
1564672,2.31
1566720,2.34
1568768,2.22
1570816,2.21
1572864,2.19
1574912,2.14
1576960,2.25
1579008,2.17
1581056,2.25
1583104,2.3
1585152,2.38
1587200,2.43
1589248,2.54
1591296,2.65
1593344,2.67
1595392,2.76
1597440,2.72
1599488,2.69
1601536,2.73
1603584,2.64
1605632,2.68
1607680,2.63
1609728,2.55
1611776,2.55
1613824,2.5
1615872,2.47
1617920,2.51
1619968,2.55
1622016,2.49
1624064,2.56
1626112,2.56
1628160,2.53
1630208,2.68
1632256,2.58
1634304,2.52
1636352,2.61
1638400,2.5
1640448,2.5
1642496,2.47
1644544,2.53
1646592,2.59
1648640,2.55
1650688,2.56
1652736,2.46
1654784,2.67
1656832,2.58
1658880,2.6
1660928,2.72
1662976,2.75
1665024,2.82
1667072,2.69
1669120,2.68
1671168,2.72
1673216,2.65
1675264,2.56
1677312,2.65
1679360,2.73
1681408,2.69
1683456,2.67
1685504,2.66
1687552,2.61
1689600,2.6
1691648,2.57
1693696,2.68
1695744,2.74
1697792,2.78
1699840,2.65
1701888,2.66
1703936,2.64
1705984,2.62
1708032,2.58
1710080,2.57
1712128,2.6
1714176,2.59
1716224,2.45
1718272,2.37
1720320,2.48
1722368,2.55
1724416,2.5
1726464,2.54
1728512,2.5
1730560,2.56
1732608,2.58
1734656,2.64
1736704,2.74
1738752,2.88
1740800,2.92
1742848,2.87
1744896,2.9
1746944,2.93
1748992,2.96
1751040,3.07
1753088,3.1
1755136,3.06
1757184,3.01
1759232,2.91
1761280,2.83
1763328,2.86
1765376,2.9
1767424,2.95
1769472,2.94
1771520,3.02
1773568,2.82
1775616,2.83
1777664,2.87
1779712,2.87
1781760,2.91
1783808,3.05
1785856,3.03
1787904,2.96
1789952,2.91
1792000,2.89
1794048,2.77
1796096,2.89
1798144,2.9
1800192,2.89
1802240,2.81
1804288,2.77
1806336,2.74
1808384,2.68
1810432,2.66
1812480,2.6
1814528,2.71
1816576,2.69
1818624,2.77
1820672,2.92
1822720,2.79
1824768,2.93
1826816,2.99
1828864,2.95
1830912,3.04
1832960,3.04
1835008,2.95
1837056,3.0
1839104,2.99
1841152,2.86
1843200,2.71
1845248,2.72
1847296,2.53
1849344,2.64
1851392,2.64
1853440,2.52
1855488,2.54
1857536,2.42
1859584,2.53
1861632,2.6
1863680,2.56
1865728,2.64
1867776,2.66
1869824,2.68
1871872,2.58
1873920,2.54
1875968,2.52
1878016,2.6
1880064,2.63
1882112,2.52
1884160,2.57
1886208,2.69
1888256,2.53
1890304,2.5
1892352,2.5
1894400,2.56
1896448,2.65
1898496,2.58
1900544,2.49
1902592,2.48
1904640,2.47
1906688,2.35
1908736,2.38
1910784,2.5
1912832,2.43
1914880,2.35
1916928,2.29
1918976,2.3
1921024,2.41
1923072,2.48
1925120,2.46
1927168,2.43
1929216,2.41
1931264,2.36
1933312,2.38
1935360,2.42
1937408,2.46
1939456,2.52
1941504,2.38
1943552,2.28
1945600,2.16
1947648,2.22
1949696,2.16
1951744,2.08
1953792,2.23
1955840,2.36
1957888,2.33
1959936,2.36
1961984,2.45
1964032,2.53
1966080,2.54
1968128,2.65
1970176,2.66
1972224,2.73
1974272,2.84
1976320,2.77
1978368,2.74
1980416,2.66
1982464,2.69
1984512,2.77
1986560,2.83
1988608,2.78
1990656,2.77
1992704,2.94
1994752,2.92
1996800,2.89
1998848,2.84
