step,avg_reward
2048,1.8888888888888888
4096,1.6842105263157894
6144,1.5
8192,1.4
10240,1.48
12288,1.4666666666666666
14336,1.565217391304348
16384,1.5897435897435896
18432,1.5909090909090908
20480,1.6020408163265305
22528,1.52
24576,1.6
26624,1.64
28672,1.74
30720,1.76
32768,1.76
34816,1.62
36864,1.68
38912,1.69
40960,1.68
43008,1.76
45056,1.6
47104,1.54
49152,1.5
51200,1.54
53248,1.51
55296,1.49
57344,1.42
59392,1.43
61440,1.43
63488,1.36
65536,1.38
67584,1.38
69632,1.28
71680,1.31
73728,1.26
75776,1.22
77824,1.12
79872,1.15
81920,1.17
83968,1.16
86016,1.12
88064,1.15
90112,1.1
92160,1.16
94208,1.16
96256,1.16
98304,1.04
100352,1.03
102400,1.08
104448,1.14
106496,1.12
108544,1.19
110592,1.25
112640,1.25
114688,1.26
116736,1.3
118784,1.42
120832,1.5
122880,1.58
124928,1.72
126976,1.86
129024,2.01
131072,2.17
133120,2.22
135168,2.31
137216,2.37
139264,2.49
141312,2.64
143360,2.71
145408,2.68
147456,2.64
149504,2.61
151552,2.6
153600,2.61
155648,2.7
157696,2.8
159744,2.82
161792,2.79
163840,2.57
165888,2.7
167936,2.68
169984,2.74
172032,2.72
174080,2.59
176128,2.59
178176,2.48
180224,2.42
182272,2.5
184320,2.41
186368,2.46
188416,2.47
190464,2.45
192512,2.51
194560,2.38
196608,2.36
198656,2.39
200704,2.34
202752,2.32
204800,2.22
206848,2.13
208896,2.07
210944,2.16
212992,2.18
215040,2.28
217088,2.28
219136,2.36
221184,2.38
223232,2.52
225280,2.62
227328,2.77
229376,2.86
231424,2.85
233472,2.61
235520,2.69
237568,2.56
239616,2.53
241664,2.35
243712,2.15
245760,2.14
247808,1.94
249856,1.91
251904,1.91
253952,1.86
256000,1.87
258048,1.87
260096,1.94
262144,2.15
264192,2.23
266240,2.35
268288,2.5
270336,2.61
272384,2.63
274432,2.7
276480,2.72
278528,2.8
280576,2.94
282624,3.09
284672,3.01
286720,2.93
288768,2.79
290816,2.57
292864,2.5
294912,2.26
296960,2.17
299008,1.97
301056,1.84
303104,1.69
305152,1.68
307200,1.71
309248,1.75
311296,1.68
313344,1.74
315392,1.76
317440,1.97
319488,2.05
321536,2.08
323584,2.13
325632,2.15
327680,2.29
329728,2.38
331776,2.59
333824,2.6
335872,2.64
337920,2.74
339968,2.61
342016,2.69
344064,2.86
346112,2.94
348160,3.1
350208,3.05
352256,3.18
354304,3.19
356352,3.16
358400,3.18
360448,3.18
362496,3.07
364544,2.97
366592,2.89
368640,2.8
370688,2.72
372736,2.7
374784,2.63
376832,2.72
378880,2.8
380928,2.7
382976,2.79
385024,2.7
387072,2.76
389120,2.73
391168,2.76
393216,2.67
395264,2.64
397312,2.59
399360,2.45
401408,2.5
403456,2.6
405504,2.63
407552,2.59
409600,2.6
411648,2.56
413696,2.48
415744,2.63
417792,2.58
419840,2.54
421888,2.65
423936,2.5
425984,2.5
428032,2.5
430080,2.39
432128,2.26
434176,2.27
436224,2.21
438272,2.15
440320,2.15
442368,2.21
444416,2.09
446464,2.14
448512,2.2
450560,2.23
452608,2.31
454656,2.15
456704,2.24
458752,2.2
460800,2.15
462848,2.19
464896,2.28
466944,2.26
468992,2.25
471040,2.36
473088,2.33
475136,2.54
477184,2.49
479232,2.61
481280,2.77
483328,2.8
485376,2.73
487424,2.8
489472,2.9
491520,2.86
493568,2.89
495616,2.89
497664,2.78
499712,2.87
